gene_name gene zscore effect_size pvalue var_g pred_perf_r2 pred_perf_pval pred_perf_qval n_snps_used n_snps_in_cov n_snps_in_model tissue ENSG CHR START_POS END_POS arm_vector
ZKSCAN8 ENSG00000198315 -6.01441215796926 -0.130362293722928 1.80540632275458e-09 0.0602237264961676 0.141657735087457 3.38168667981954e-08 3.8630189519226e-07 8 10 10 Brain_Nucleus_accumbens_basal_ganglia ENSG00000198315 6 28109661 28127238 6p22.1
ZKSCAN8 ENSG00000198315 -7.7262690984169 -0.20410566418183 1.10744396344719e-14 0.0429360141169607 0.0492090113636238 0.00139039334995463 0.00635976217479249 12 12 12 Brain_Cortex ENSG00000198315 6 28109661 28127238 6p22.1
ZKSCAN8 ENSG00000198315 -5.37966331948875 -0.151933531560373 7.46252682650626e-08 0.0364196098855572 0.0628804155038456 0.000816595487857853 0.00355628534326009 12 14 14 Brain_Cerebellar_Hemisphere ENSG00000198315 6 28109661 28127238 6p22.1
ZKSCAN8 ENSG00000198315 -8.66863289869488 -0.235671225376494 4.37339511535885e-18 0.0402944887876596 0.0535504060536013 0.000748242888637504 0.00275357056020159 12 15 15 Brain_Cerebellum ENSG00000198315 6 28109661 28127238 6p22.1
ZKSCAN8 ENSG00000198315 -6.73568986021801 -0.273632892392434 1.6315396489881e-11 0.0175582871771549 0.0668069244209506 0.000666029534291636 0.00427188441113546 5 6 6 Brain_Putamen_basal_ganglia ENSG00000198315 6 28109661 28127238 6p22.1
ZNF184 ENSG00000096654 4.81588846233285 0.0927567159392988 1.46546368612449e-06 0.0879377835215192 0.036868600956599 0.00581395147183946 0.023197246512974 36 40 40 Brain_Cortex ENSG00000096654 6 27418522 27440897 6p22.1
ZNF184 ENSG00000096654 5.75112551749897 0.0995117186376593 8.86512646158912e-09 0.109349191559502 0.110606114828833 0.000300033539355524 0.00435693743032354 21 26 26 Brain_Substantia_nigra ENSG00000096654 6 27418522 27440897 6p22.1
ZNF311 ENSG00000197935 -5.90188770550542 -0.170514368830169 3.59365745615548e-09 0.0424427216505806 0.0220343664396824 0.0499401835052249 0.17998825162429 21 24 24 Brain_Frontal_Cortex_BA9 ENSG00000197935 6 28962562 28973093 6p22.1
ZNF391 ENSG00000124613 5.61307201222296 0.0638671633418153 1.98765830533641e-08 0.219590339979069 0.226465557421132 1.20034996850332e-08 4.15818218923214e-07 29 35 35 Brain_Amygdala ENSG00000124613 6 27342394 27371683 6p22.1
ZNF391 ENSG00000124613 4.60027143963272 0.0467068671154275 4.21940758231712e-06 0.264041226058403 0.41716359599509 3.18715276775835e-16 3.2148671396519e-14 14 15 15 Brain_Spinal_cord_cervical_c-1 ENSG00000124613 6 27342394 27371683 6p22.1
ZNF391 ENSG00000124613 5.22180344231358 0.0620054317581358 1.77188989001282e-07 0.19684028108652 0.29899958549975 1.60598984345283e-16 4.71677635878791e-15 9 10 10 Brain_Caudate_basal_ganglia ENSG00000124613 6 27342394 27371683 6p22.1
ZNF391 ENSG00000124613 5.45066079110933 0.0826784322644497 5.01830073576786e-08 0.117220248151616 0.215354421884302 1.84407408453641e-10 3.68325239716697e-09 9 9 9 Brain_Putamen_basal_ganglia ENSG00000124613 6 27342394 27371683 6p22.1
ZNF391 ENSG00000124613 6.36318405594043 0.10680871824639 1.97613647311346e-10 0.0982317491123334 0.196921270052286 3.72546141436379e-11 6.17636077239615e-10 9 11 11 Brain_Nucleus_accumbens_basal_ganglia ENSG00000124613 6 27342394 27371683 6p22.1
ZNF391 ENSG00000124613 4.86291556350548 0.0512378548873838 1.15669197918816e-06 0.244780359451185 0.367119098386234 2.47936762355864e-22 6.3779909051617e-21 6 6 6 Brain_Cerebellum ENSG00000124613 6 27342394 27371683 6p22.1
ZNRD1 ENSG00000066379 -5.20442976766017 -0.145712506149887 1.94593199136645e-07 0.04043395714534 0.0710349435311929 0.000442790820223473 0.00393653647962493 16 19 19 Brain_Hypothalamus ENSG00000066379 6 30026676 30032686 6p22.1
ZSCAN16 ENSG00000196812 6.80006316891044 0.166416380113992 1.04573287957419e-11 0.0555198609243902 0.0509718656210455 0.00307365424852477 0.0214157137171582 11 15 15 Brain_Hypothalamus ENSG00000196812 6 28092387 28097860 6p22.1
ZSCAN23 ENSG00000187987 7.42326551303959 0.115687606762743 1.1426738201258e-13 0.122553583833452 0.175511847154574 7.92715959365128e-09 7.31596818700871e-08 17 17 17 Brain_Cerebellar_Hemisphere ENSG00000187987 6 28399707 28411279 6p22.1
ZSCAN23 ENSG00000187987 5.62390484783104 0.0877348461754162 1.86688508380728e-08 0.128801277011815 0.130158700679372 1.34492284656705e-06 2.00510618206591e-05 21 21 21 Brain_Hypothalamus ENSG00000187987 6 28399707 28411279 6p22.1
ZSCAN23 ENSG00000187987 6.45827824551365 0.0941162546442187 1.0590089823496e-10 0.136717505241374 0.301908450190518 6.97821325325046e-18 1.18415258204511e-16 18 19 19 Brain_Cerebellum ENSG00000187987 6 28399707 28411279 6p22.1
ZSCAN23 ENSG00000187987 5.09164810038298 0.181940591876906 3.54964449007482e-07 0.0259181422260704 0.0526311093869638 0.00303550069177407 0.0208747192557452 10 11 11 Brain_Hippocampus ENSG00000187987 6 28399707 28411279 6p22.1
ZSCAN23 ENSG00000187987 7.94620301925137 0.144933777577804 1.92315151934475e-15 0.0850173775795844 0.214861954373155 2.57734257446732e-12 3.98463235279391e-11 10 12 12 Brain_Cortex ENSG00000187987 6 28399707 28411279 6p22.1
ZSCAN23 ENSG00000187987 5.72989506650931 0.119352973356363 1.0049278020131e-08 0.0722865085313693 0.0598991023508501 0.00868069827806785 0.070252456958542 11 11 11 Brain_Substantia_nigra ENSG00000187987 6 28399707 28411279 6p22.1
ZSCAN23 ENSG00000187987 8.41954050959388 0.188288436859616 3.77963755038855e-17 0.0596838153378292 0.171173795264987 1.469005416871e-06 2.60601810571508e-05 11 12 12 Brain_Spinal_cord_cervical_c-1 ENSG00000187987 6 28399707 28411279 6p22.1
ZSCAN23 ENSG00000187987 6.74027079349463 0.104757488984008 1.58091711568109e-11 0.120382378848212 0.127240591624103 1.80061082559149e-06 1.92605622434123e-05 22 23 23 Brain_Putamen_basal_ganglia ENSG00000187987 6 28399707 28411279 6p22.1
ZSCAN23 ENSG00000187987 7.13494587029748 0.134654602620547 9.68252557677979e-13 0.0814787411077652 0.173428988981757 9.91611696997436e-09 1.40741404395609e-07 5 5 5 Brain_Frontal_Cortex_BA9 ENSG00000187987 6 28399707 28411279 6p22.1
ZSCAN23 ENSG00000187987 7.17258730878604 0.129125902684822 7.35934501989644e-13 0.0891494483228069 0.158948693286047 8.5293925392134e-09 1.02894728482874e-07 7 8 8 Brain_Caudate_basal_ganglia ENSG00000187987 6 28399707 28411279 6p22.1
ZSCAN23 ENSG00000187987 4.67998738651517 0.141455448162835 2.86892566783613e-06 0.0337072970958428 0.0220331978632954 0.0350075736042011 0.126470597601512 15 16 16 Brain_Nucleus_accumbens_basal_ganglia ENSG00000187987 6 28399707 28411279 6p22.1
ZSCAN26 ENSG00000197062 -8.83128579601141 -0.176841639008119 1.0347921080304e-18 0.0726624705955157 0.206316113944104 2.72558658257632e-10 4.78675407902965e-09 15 20 20 Brain_Frontal_Cortex_BA9 ENSG00000197062 6 28234788 28246001 6p22.1
ZSCAN26 ENSG00000197062 -9.08309982779185 -0.165192560109514 1.05525756324152e-19 0.0960620203531024 0.0662893237507459 0.00360860026241452 0.0272111135714031 27 29 29 Brain_Spinal_cord_cervical_c-1 ENSG00000197062 6 28234788 28246001 6p22.1
ZSCAN26 ENSG00000197062 -7.43109724522635 -0.182366214673922 1.07700492566158e-13 0.0482402143629849 0.135617477931483 7.77656243560368e-07 8.87445577272008e-06 8 11 11 Brain_Putamen_basal_ganglia ENSG00000197062 6 28234788 28246001 6p22.1
ZSCAN26 ENSG00000197062 -8.58576793374239 -0.222996262091873 9.02316475313637e-18 0.0460267045184597 0.143653450758082 3.20430443493701e-05 0.000615346238589587 11 13 13 Brain_Substantia_nigra ENSG00000197062 6 28234788 28246001 6p22.1
ZSCAN26 ENSG00000197062 -6.31611307717369 -0.0762055038720024 2.68223822710192e-10 0.209532262701499 0.26960796313763 8.70699022333109e-15 2.1126889054086e-13 59 68 68 Brain_Caudate_basal_ganglia ENSG00000197062 6 28234788 28246001 6p22.1
ZSCAN26 ENSG00000197062 -7.44477279321826 -0.156502387892662 9.7111407278082e-14 0.0664612517509402 0.164197635300957 2.65909844037167e-08 2.30736819516532e-07 8 9 9 Brain_Cerebellar_Hemisphere ENSG00000197062 6 28234788 28246001 6p22.1
ZSCAN26 ENSG00000197062 -7.61329340221286 -0.223650935648956 2.67198285067899e-14 0.0337038201409639 0.0797205038130034 0.000238499531430885 0.00221692517470991 10 11 11 Brain_Hippocampus ENSG00000197062 6 28234788 28246001 6p22.1
ZSCAN26 ENSG00000197062 -5.90600405181225 -0.0961158993480064 3.50505355662065e-09 0.113424826061768 0.150210441195366 1.77428428416093e-07 3.0531117982611e-06 27 29 29 Brain_Hypothalamus ENSG00000197062 6 28234788 28246001 6p22.1
ZSCAN26 ENSG00000197062 -7.57417393671845 -0.148282738409193 3.61419917292864e-14 0.0865108260957559 0.095722012595084 0.000360075956309892 0.0046078505088155 11 11 11 Brain_Amygdala ENSG00000197062 6 28234788 28246001 6p22.1
ZSCAN26 ENSG00000197062 -8.2583027387708 -0.152014332809336 1.47758405038057e-16 0.0860718576798129 0.238020632658847 1.77936152114688e-13 3.84500009198087e-12 14 17 17 Brain_Nucleus_accumbens_basal_ganglia ENSG00000197062 6 28234788 28246001 6p22.1
ZSCAN26 ENSG00000197062 -9.82582440278782 -0.239100921868009 8.71579489446583e-23 0.0500541198623781 0.106234681155173 5.61071733053344e-05 0.000620054661103639 11 13 13 Brain_Anterior_cingulate_cortex_BA24 ENSG00000197062 6 28234788 28246001 6p22.1
ZSCAN26 ENSG00000197062 -8.62959900627387 -0.138107552591453 6.15674381916023e-18 0.111919080995583 0.360211665945671 7.69651350590614e-22 1.87857575584274e-20 9 12 12 Brain_Cerebellum ENSG00000197062 6 28234788 28246001 6p22.1
ZSCAN26 ENSG00000197062 -4.68121198893971 -0.0664663398880973 2.85183846120447e-06 0.152467378508301 0.244469584424297 4.89551648751593e-14 8.89881979700407e-13 24 27 27 Brain_Cortex ENSG00000197062 6 28234788 28246001 6p22.1
ZSCAN31 ENSG00000235109 5.82254456580926 0.06498314212344 5.79583377833891e-09 0.241987916834799 0.27187894202803 3.84588419896708e-10 1.29102993688798e-08 21 22 22 Brain_Spinal_cord_cervical_c-1 ENSG00000235109 6 28292470 28324048 6p22.1
ZSCAN31 ENSG00000235109 5.38134625449497 0.0640416355795964 7.39308314368763e-08 0.216784482265518 0.295702658773819 1.09803791388847e-12 4.05862263921024e-11 22 25 25 Brain_Anterior_cingulate_cortex_BA24 ENSG00000235109 6 28292470 28324048 6p22.1
ZSCAN31 ENSG00000235109 8.2158639019751 0.0898664573245349 2.10642251034652e-16 0.265531912147605 0.385585235538955 1.70324903944408e-13 2.0114000725573e-11 29 33 33 Brain_Substantia_nigra ENSG00000235109 6 28292470 28324048 6p22.1
ZSCAN31 ENSG00000235109 5.89589433694987 0.0942255622474377 3.72657394720449e-09 0.11234401261231 0.333631073533899 1.63712324034855e-16 7.182480427905e-15 15 17 17 Brain_Putamen_basal_ganglia ENSG00000235109 6 28292470 28324048 6p22.1
ZSCAN31 ENSG00000235109 5.95329196931342 0.0875776994855718 2.62801846488568e-09 0.139977908771723 0.37801089998279 1.41825538634426e-19 8.4786476735492e-18 17 20 20 Brain_Frontal_Cortex_BA9 ENSG00000235109 6 28292470 28324048 6p22.1
ZSCAN31 ENSG00000235109 7.42691791439255 0.128483238643772 1.11157293367053e-13 0.102763985474495 0.170421879949474 2.21426342500927e-08 4.40157420533209e-07 25 32 32 Brain_Hypothalamus ENSG00000235109 6 28292470 28324048 6p22.1
ZSCAN31 ENSG00000235109 5.48587986398006 0.0731923806618664 4.11416439115182e-08 0.182074395993266 0.257616193772228 8.30589761828742e-10 3.53931185024907e-08 19 22 22 Brain_Amygdala ENSG00000235109 6 28292470 28324048 6p22.1
ZSCAN31 ENSG00000235109 5.40954206699973 0.0736826159508376 6.31861079251406e-08 0.172544767936244 0.270951272709888 2.01598097728421e-15 5.31645159739975e-14 26 33 33 Brain_Nucleus_accumbens_basal_ganglia ENSG00000235109 6 28292470 28324048 6p22.1
ZSCAN9 ENSG00000137185 9.44404287660083 0.183212953607843 3.58667160792729e-21 0.0885536154880721 0.0932177636344423 6.94948048827245e-06 3.46006985126487e-05 28 34 34 Brain_Cerebellum ENSG00000137185 6 28192664 28201260 6p22.1
ZSCAN9 ENSG00000137185 7.1539697119715 0.191612020191555 8.43036749631686e-13 0.0409913591531158 0.0515274407322897 0.00336754078558056 0.0228455336632358 23 23 23 Brain_Hippocampus ENSG00000137185 6 28192664 28201260 6p22.1
ZSCAN9 ENSG00000137185 5.59326377843213 0.11423497332455 2.22840341151188e-08 0.0713624777107773 0.0400365292190952 0.00793335528665201 0.0280137329584466 15 15 15 Brain_Cerebellar_Hemisphere ENSG00000137185 6 28192664 28201260 6p22.1
AL353759.1 ENSG00000283064 7.89618526963309 0.127373686776861 2.87569136372424e-15 0.111110930457703 0.0881369867202169 0.000260803808142227 0.00247291709790928 30 34 34 Brain_Anterior_cingulate_cortex_BA24 ENSG00000283064 6 26160993 26173030 6p22.2
AL353759.1 ENSG00000283064 5.08826821615996 0.202187339118294 3.61348069998617e-07 0.0178594395140613 0.0452056202065129 0.00238232182293214 0.0118854983679714 6 6 6 Brain_Nucleus_accumbens_basal_ganglia ENSG00000283064 6 26160993 26173030 6p22.2
BTN3A1 ENSG00000026950 5.90644035077919 0.196415841532766 3.49578788042558e-09 0.0285707470068354 0.0773777588732679 4.5405723792457e-05 0.00020201601274427 5 5 5 Brain_Cerebellum ENSG00000026950 6 26402465 26415436 6p22.2
BTN3A1 ENSG00000026950 4.62822053073889 0.104949969826858 3.68821150893395e-06 0.0562796295364648 0.097378079553789 5.24155277042973e-06 3.67188523240481e-05 14 15 15 Brain_Cortex ENSG00000026950 6 26402465 26415436 6p22.2
BTN3A2 ENSG00000186470 -6.2374252602844 -0.0732798595187916 4.4483151753575e-10 0.205364162246691 0.444944655578079 2.44965585942109e-26 2.26343865736421e-24 25 31 31 Brain_Caudate_basal_ganglia ENSG00000186470 6 26365387 26378548 6p22.2
BTN3A2 ENSG00000186470 -6.64932122738378 -0.0734864407957797 2.94447744137903e-11 0.242409476395774 0.438274261591069 3.6076830060295e-22 4.8668580811859e-20 46 53 53 Brain_Hippocampus ENSG00000186470 6 26365387 26378548 6p22.2
BTN3A2 ENSG00000186470 -7.50952397979133 -0.125187108184647 5.93427483009263e-14 0.105205358106991 0.452834233309208 6.43121237965846e-29 2.92836397096336e-27 14 18 18 Brain_Cerebellum ENSG00000186470 6 26365387 26378548 6p22.2
BTN3A2 ENSG00000186470 -5.87447218447881 -0.0554248347971606 4.24192693442364e-09 0.310772414542374 0.377163213649149 5.29285266657548e-19 3.23836494626951e-17 48 51 51 Brain_Putamen_basal_ganglia ENSG00000186470 6 26365387 26378548 6p22.2
BTN3A2 ENSG00000186470 -7.25996683297026 -0.0942487135391197 3.87185250439521e-13 0.174635933283664 0.428364692476426 2.46531926343766e-19 2.60355323642328e-17 29 31 31 Brain_Anterior_cingulate_cortex_BA24 ENSG00000186470 6 26365387 26378548 6p22.2
BTN3A2 ENSG00000186470 -5.35572347608316 -0.0530347935937231 8.5214749791565e-08 0.295716292070295 0.540498538223612 1.29230644699865e-35 3.34069193749441e-33 39 43 43 Brain_Nucleus_accumbens_basal_ganglia ENSG00000186470 6 26365387 26378548 6p22.2
BTN3A2 ENSG00000186470 -8.03308153557716 -0.114529467628401 9.50544512152689e-16 0.140926915476836 0.3871724089419 7.4144652354284e-15 5.41307811593514e-13 18 20 20 Brain_Spinal_cord_cervical_c-1 ENSG00000186470 6 26365387 26378548 6p22.2
BTN3A2 ENSG00000186470 -5.80253906453091 -0.058822067631497 6.53181695785192e-09 0.290254890521164 0.442577768767835 1.44456962210359e-27 1.01774292671359e-25 44 46 46 Brain_Cortex ENSG00000186470 6 26365387 26378548 6p22.2
BTN3A2 ENSG00000186470 -7.24956980076924 -0.150530393810054 4.18097453887224e-13 0.0667571744400164 0.302517033554692 1.46468690289468e-11 8.74511752864936e-10 13 15 15 Brain_Amygdala ENSG00000186470 6 26365387 26378548 6p22.2
BTN3A2 ENSG00000186470 -5.70596343672176 -0.0778770653381821 1.15686832424164e-08 0.148190421389083 0.224981160925997 9.76126524283171e-08 3.36097872602345e-06 16 17 17 Brain_Substantia_nigra ENSG00000186470 6 26365387 26378548 6p22.2
BTN3A2 ENSG00000186470 -6.51110569430059 -0.0771617379214887 7.45996279809483e-11 0.209455198723986 0.394020039030546 1.45691002316315e-20 9.9662199092708e-19 32 34 34 Brain_Frontal_Cortex_BA9 ENSG00000186470 6 26365387 26378548 6p22.2
BTN3A2 ENSG00000186470 -6.27814354033242 -0.0862985162698987 3.42639518897927e-10 0.155382179982989 0.298818794713702 1.24415534988073e-14 5.68030496300386e-13 34 37 37 Brain_Hypothalamus ENSG00000186470 6 26365387 26378548 6p22.2
BTN3A2 ENSG00000186470 -6.51221073009185 -0.0868104843902944 7.40527294641902e-11 0.165183231124676 0.383092484670391 6.93048207317145e-20 2.40148724391898e-18 25 27 27 Brain_Cerebellar_Hemisphere ENSG00000186470 6 26365387 26378548 6p22.2
BTN3A3 ENSG00000111801 7.19556071844436 0.107607611176422 6.22045969382677e-13 0.136367568674742 0.219271924132761 6.37674975854515e-11 7.67280104280367e-10 23 29 29 Brain_Cerebellar_Hemisphere ENSG00000111801 6 26440700 26453643 6p22.2
BTN3A3 ENSG00000111801 10.6590198159885 0.322194366907568 1.58256501585375e-26 0.0346331414797828 0.0441736644270061 0.0024887191634879 0.0107445319427161 11 11 11 Brain_Cortex ENSG00000111801 6 26440700 26453643 6p22.2
BTN3A3 ENSG00000111801 4.78752679546666 0.0893475086428772 1.6884919944227e-06 0.0847773500715682 0.179595098399071 1.61875041019394e-10 1.37234207836757e-09 12 16 16 Brain_Cerebellum ENSG00000111801 6 26440700 26453643 6p22.2
HCG11 ENSG00000228223 -8.69862378061833 -0.395579671848953 3.35933245511851e-18 0.0137306175063127 0.0235068660874216 0.0266681309930277 0.0724460641483946 10 10 10 Brain_Cerebellum ENSG00000228223 6 26521937 26527632 6p22.2
HCG11 ENSG00000228223 -6.69851692361086 -0.0833194323303517 2.10545344009409e-11 0.218645361555684 0.105948975837821 0.000409617389007604 0.00569430336779369 54 60 60 Brain_Substantia_nigra ENSG00000228223 6 26521937 26527632 6p22.2
HFE ENSG00000010704 -9.45976054221111 -0.23692635273895 3.08649209746692e-21 0.0493658355132062 0.0389566505580932 0.00486923801596525 0.0225169997385814 30 31 31 Brain_Nucleus_accumbens_basal_ganglia ENSG00000010704 6 26087509 26098571 6p22.2
HFE ENSG00000010704 -10.793084974219 -0.382522990360997 3.7111855200831e-27 0.0272608662941082 0.0202051780798513 0.0420428306027592 0.131882448603755 14 16 16 Brain_Cortex ENSG00000010704 6 26087509 26098571 6p22.2
HIST1H2BD ENSG00000158373 5.20532465017628 0.233099793578243 1.93657738433403e-07 0.0141049803456718 0.0470628253054839 0.00512822167121016 0.0330045864991918 3 3 3 Brain_Hippocampus ENSG00000158373 6 26158374 26171577 6p22.2
LINC00240 ENSG00000224843 5.10210811107448 0.15851584463642 3.35890769629428e-07 0.0307390594734221 0.08567112464445 8.4701103655528e-05 0.000443505577062094 8 12 12 Brain_Cerebellar_Hemisphere ENSG00000224843 6 26924711 27027528 6p22.2
U91328.1 ENSG00000272462 5.47798755096769 0.0610779015515694 4.30190390774473e-08 0.242448425449028 0.310260213771529 3.06783977970586e-15 1.13925099534123e-13 29 32 32 Brain_Putamen_basal_ganglia ENSG00000272462 6 25992869 26002003 6p22.2
AL023583.1 ENSG00000272209 4.80113168434357 0.225620439195971 1.57771473321178e-06 0.0123774864015009 0.0289632388295291 0.024343431894099 0.0978238372570266 6 7 7 Brain_Frontal_Cortex_BA9 ENSG00000272209 6 13825663 13826805 6p23
PTP4A1 ENSG00000112245 -5.26675700833728 -0.186739851273171 1.38854803699038e-07 0.0249377967921048 0.0264447828283318 0.023483393626173 0.0866855622594565 9 9 9 Brain_Caudate_basal_ganglia ENSG00000112245 6 64231651 64293341 6q12
PRSS35 ENSG00000146250 4.61934885695638 0.0974565150812016 3.84946168856561e-06 0.0680868079827046 0.0945960694874302 4.50535638309773e-05 0.000509582930277915 15 16 16 Brain_Hypothalamus ENSG00000146250 6 84222253 84235423 6q14.2
LIN28B-AS1 ENSG00000203809 5.28984576603198 0.191210187204381 1.22419547463044e-07 0.0224799808711782 0.0503046225294664 0.0032787110195242 0.0174144837224066 5 5 5 Brain_Putamen_basal_ganglia ENSG00000203809 6 105312339 105389322 6q16.3
GOPC ENSG00000047932 5.77768081953476 0.106515665012492 7.5737309441691e-09 0.0851460213107014 0.0734211033853954 0.000286833917045422 0.00192427744219797 28 30 30 Brain_Frontal_Cortex_BA9 ENSG00000047932 6 117881432 117923705 6q22.1
